time,lasttime,lat,lng,speed,course,altitude,comment,Unit,hour,c,unit2
2018-08-26 06:26:00,2018-08-26 06:24:00,38.95596,-77.3567,2.0,359.0,225.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:26:00,2018-08-26 06:26:00,38.95855,-77.35859,3.0,359.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:26:00,2018-08-26 06:26:00,38.999,-77.43483,96.0,166.0,99.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:27:00,2018-08-26 06:24:00,38.95596,-77.3567,2.0,359.0,225.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:27:00,2018-08-26 06:27:00,38.95942,-77.35961,17.0,90.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:27:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:27:00,2018-08-26 06:26:00,38.999,-77.43483,96.0,166.0,99.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:28:00,2018-08-26 06:28:00,38.95944,-77.35710999999998,0.0,88.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:28:00,2018-08-26 06:28:00,38.95991,-77.35466,2.0,285.0,211.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:28:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:28:00,2018-08-26 06:28:00,38.968,-77.42933000000002,107.0,180.0,92.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
